source_unit_id,document_id,section_id,family_id,claim_text,modality,authority_class,requirement_kind,registry_testability,verification_mode,source_quote_excerpt,start_line,end_line,registry_path,operational_area,chunk_id,normative_kind,current_testability,likely_target,policy_concept,blocking_item
icao9432-extracted::taxi_4_4_en::1367907005a34ad1,icao9432-extracted,taxi_4_4_en,icao9432_taxi_family,"When a taxi clearance contains a taxi limit beyond a runway, it shall contain an explicit clearance to cross, or an instruction to hold short of that runway.",shall,operational_guidance,rule,sim_executable,deterministic_test,"When a taxi clearance contains a taxi limit beyond a runway, it shall contain an explicit clearance to cross, or an instruction to hold short of that runway",4917,5139,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/taxi_4_4_en/icao9432-extracted::taxi_4_4_en::1367907005a34ad1.json,taxi-ground-movement,chunk-03-ground-movement,must,testable-now,simEvidence,,
icao9432-extracted::taxi_4_4_en::417f64324f7495bf,icao9432-extracted,taxi_4_4_en,icao9432_taxi_family,"For departing aircraft, the clearance limit will normally be the taxi-holding point of the runway in use.",none,operational_guidance,best_practice,partially_executable,property_or_family_test,"For departing aircraft, the clearance limit will normally be the taxi-holding point of the runway in use",4917,5139,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/taxi_4_4_en/icao9432-extracted::taxi_4_4_en::417f64324f7495bf.json,taxi-ground-movement,chunk-03-ground-movement,policy,testable-now,simEvidence,OperationalGuidancePolicy,
icao9432-extracted::taxi_4_4_en::53f33b6da4f2be58,icao9432-extracted,taxi_4_4_en,icao9432_taxi_family,"Where an aircraft acknowledges receipt of the ATIS broadcast, the controller does not need to pass departure information to the pilot when giving taxiing instructions.",may,operational_guidance,workflow_constraint,partially_executable,property_or_family_test,"Where an aircraft acknowledges receipt of the ATIS broadcast, the controller does not need to pass departure information to the pilot when giving taxiing instructions",4917,5139,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/taxi_4_4_en/icao9432-extracted::taxi_4_4_en::53f33b6da4f2be58.json,taxi-ground-movement,chunk-03-ground-movement,may,testable-now,simEvidence,,
icao9432-extracted::taxi_4_4_en::b9e7fc3605fe616e,icao9432-extracted,taxi_4_4_en,icao9432_taxi_family,"A taxi instruction issued by a controller must always contain a clearance limit, which is the point at which the aircraft must stop until further permission to proceed is given.",shall,operational_guidance,rule,partially_executable,property_or_family_test,Taxi instruction issued by a controller will always contain a clearance limit,4917,5139,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/taxi_4_4_en/icao9432-extracted::taxi_4_4_en::b9e7fc3605fe616e.json,taxi-ground-movement,chunk-03-ground-movement,must,testable-now,simEvidence,,
icao9432-extracted::taxi_4_4_en::eadf2541fcd51825,icao9432-extracted,taxi_4_4_en,icao9432_taxi_family,The runway is considered vacated when the entire aircraft is beyond the relevant runway-holding position.,note,background_support,definition,review_only,review_only,The runway is vacated when the entire aircraft is beyond the relevant runway-holding position,4917,5139,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/taxi_4_4_en/icao9432-extracted::taxi_4_4_en::eadf2541fcd51825.json,taxi-ground-movement,chunk-03-ground-movement,must,testable-now,simEvidence,,
icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::13264a6ac6d529c3,icao9432-extracted,takeoff_procedures_4_5_1_to_4_5_5_en,icao9432_aerodrome_phraseology_family,Phraseology 'RUNWAY [designator] CLEARED FOR TAKE-OFF' is used after line-up for immediate departure.,example,operational_guidance,phraseology_rule,review_only,review_only,G-CD RUNWAY 06 CLEARED FOR TAKE-OFF,5140,5235,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_1_to_4_5_5_en/icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::13264a6ac6d529c3.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::152f0ffb84869af5,icao9432-extracted,takeoff_procedures_4_5_1_to_4_5_5_en,icao9432_aerodrome_phraseology_family,Phraseology 'LINE UP. BE READY FOR IMMEDIATE DEPARTURE' is used to instruct line-up with readiness for immediate departure.,example,operational_guidance,phraseology_rule,review_only,review_only,G-CD LINE UP. BE READY FOR IMMEDIATE DEPARTURE,5140,5235,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_1_to_4_5_5_en/icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::152f0ffb84869af5.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::19cfd36a9fce4587,icao9432-extracted,takeoff_procedures_4_5_1_to_4_5_5_en,icao9432_aerodrome_phraseology_family,"At busy aerodromes with separate GROUND and TOWER functions, aircraft are usually transferred to the TOWER at, or when approaching, the runway-holding position.",none,operational_guidance,workflow_constraint,review_only,review_only,"aircraft are usually transferred to the TOWER at, or when approaching, the runway-holding position",5140,5235,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_1_to_4_5_5_en/icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::19cfd36a9fce4587.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,must,testable-now,simEvidence,,
icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::42b0460ed4f07751,icao9432-extracted,takeoff_procedures_4_5_1_to_4_5_5_en,icao9432_aerodrome_phraseology_family,Phraseology 'ARE YOU READY FOR IMMEDIATE DEPARTURE' is used to query readiness for immediate departure.,example,operational_guidance,phraseology_rule,review_only,review_only,G-CD ARE YOU READY FOR IMMEDIATE DEPARTURE,5140,5235,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_1_to_4_5_5_en/icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::42b0460ed4f07751.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::4e0bacdd1c2c06e0,icao9432-extracted,takeoff_procedures_4_5_1_to_4_5_5_en,icao9432_aerodrome_phraseology_family,"Except in cases of emergency, controllers should not transmit to an aircraft in the process of taking off or during the early stage of climb.",should,operational_guidance,workflow_constraint,review_only,review_only,controllers should not transmit to an aircraft in the process of taking off or during the early stage of climb,5140,5235,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_1_to_4_5_5_en/icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::4e0bacdd1c2c06e0.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,policy,needs-policy-type,simEvidence,OperationalGuidancePolicy,POLICY-1
icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::a93888a25f0bad03,icao9432-extracted,takeoff_procedures_4_5_1_to_4_5_5_en,icao9432_aerodrome_phraseology_family,"Phraseology 'LINE UP AND WAIT' is used for line-up instructions, acknowledged by 'LINING UP [callsign]'.",example,operational_guidance,phraseology_rule,review_only,review_only,G-CD LINE UP AND WAIT,5140,5235,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_1_to_4_5_5_en/icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::a93888a25f0bad03.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::db8a2c3dcd586b0e,icao9432-extracted,takeoff_procedures_4_5_1_to_4_5_5_en,icao9432_aerodrome_phraseology_family,Care should be taken to ensure that the phraseology employed during taxi manoeuvres cannot be interpreted as a clearance to enter the runway or to take-off.,should,operational_guidance,best_practice,review_only,review_only,care should be taken to ensure that the phraseology employed during the taxi manoeuvres cannot be interpreted as a clearance to enter the runway or to take-off,5140,5235,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_1_to_4_5_5_en/icao9432-extracted::takeoff_procedures_4_5_1_to_4_5_5_en::db8a2c3dcd586b0e.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::2660849403bff7de,icao9432-extracted,takeoff_procedures_4_5_6_to_4_5_7_en,icao9432_aerodrome_phraseology_family,"When a conditional clearance involves a departing aircraft and an arriving aircraft, the departing aircraft must correctly identify the arriving aircraft on which the clearance is based.",should,operational_guidance,best_practice,partially_executable,property_or_family_test,it is important that the departing aircraft correctly identifies the arriving aircraft on which the conditional clearance is based.,5236,5329,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_6_to_4_5_7_en/icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::2660849403bff7de.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,policy,needs-policy-type,simEvidence,OperationalGuidancePolicy,POLICY-1
icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::2e598ad0323e9e2a,icao9432-extracted,takeoff_procedures_4_5_6_to_4_5_7_en,icao9432_aerodrome_phraseology_family,"Conditional clearances shall not be used for movements affecting the active runway(s), except when the aircraft or vehicles concerned are seen by both the controller and pilot.",shall,authoritative_requirement,rule,deterministic_test,deterministic_test,"Conditional clearances shall not be used for movements affecting the active runway(s), except when the aircraft or vehicles concerned are seen by both the controller and pilot.",5236,5329,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_6_to_4_5_7_en/icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::2e598ad0323e9e2a.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,must-not,testable-now,simEvidence,,
icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::9b30810984e06a35,icao9432-extracted,takeoff_procedures_4_5_6_to_4_5_7_en,icao9432_aerodrome_phraseology_family,A conditional clearance shall be given as follows: 1) call sign; 2) the condition; 3) the clearance; 4) brief reiteration of the condition.,shall,authoritative_requirement,phraseology_rule,deterministic_test,deterministic_test,A conditional clearance shall be given as follows: 1) call sign; 2) the condition; 3) the clearance; 4) brief reiteration of the condition.,5236,5329,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_6_to_4_5_7_en/icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::9b30810984e06a35.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::c386a5865bdd7876,icao9432-extracted,takeoff_procedures_4_5_6_to_4_5_7_en,icao9432_aerodrome_phraseology_family,Reference to the arriving aircraft type may be insufficient for conditional clearances; it may be necessary to add a description of the colour or the company name to ensure correct identification.,may,operational_guidance,best_practice,partially_executable,exploratory_probe,Reference to the arriving aircraft type may be insufficient and it may be necessary to add a description of the colour or the company name to ensure correct identification.,5236,5329,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_6_to_4_5_7_en/icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::c386a5865bdd7876.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,policy,needs-policy-type,simEvidence,OperationalGuidancePolicy,POLICY-1
icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::dd301daf2b69fe83,icao9432-extracted,takeoff_procedures_4_5_6_to_4_5_7_en,icao9432_aerodrome_phraseology_family,"In poor visibility, the controller may request the pilot to report when airborne.",may,operational_guidance,rule,partially_executable,exploratory_probe,"In poor visibility, the controller may request the pilot to report when airborne.",5236,5329,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_6_to_4_5_7_en/icao9432-extracted::takeoff_procedures_4_5_6_to_4_5_7_en::dd301daf2b69fe83.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,may,testable-now,simEvidence,,
icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::0afe0064c4c933af,icao9432-extracted,takeoff_procedures_4_5_8_to_4_5_12_en,icao9432_aerodrome_phraseology_family,"When a pilot abandons the take-off manoeuvre, the control tower should be so informed as soon as practicable.",should,operational_guidance,rule,partially_executable,property_or_family_test,the control tower should be so informed as soon as practicable,5330,5481,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_8_to_4_5_12_en/icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::0afe0064c4c933af.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,policy,needs-policy-type,simEvidence,OperationalGuidancePolicy,POLICY-1
icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::2b7c45264775e3e2,icao9432-extracted,takeoff_procedures_4_5_8_to_4_5_12_en,icao9432_aerodrome_phraseology_family,"When a pilot abandons the take-off manoeuvre, assistance or taxi instructions should be requested as required.",should,operational_guidance,rule,partially_executable,property_or_family_test,assistance or taxi instructions should be requested as required,5330,5481,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_8_to_4_5_12_en/icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::2b7c45264775e3e2.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,policy,needs-policy-type,simEvidence,ControllerInterventionPolicy,POLICY-1
icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::2cc8caf62c15688b,icao9432-extracted,takeoff_procedures_4_5_8_to_4_5_12_en,icao9432_aerodrome_phraseology_family,Departure instructions may be given with the take-off clearance to ensure separation between aircraft operating in the vicinity of the aerodrome.,may,operational_guidance,rule,partially_executable,property_or_family_test,Departure instructions may be given with the take-off clearance.,5330,5481,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_8_to_4_5_12_en/icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::2cc8caf62c15688b.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,may,testable-now,simEvidence,,
icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::6b5a0d8b27525cbd,icao9432-extracted,takeoff_procedures_4_5_8_to_4_5_12_en,icao9432_aerodrome_phraseology_family,"When an aircraft has commenced the take-off roll and it is necessary to abandon take-off to avert a dangerous traffic situation, the aircraft should be instructed to stop immediately and the instruction and call sign repeated.",should,operational_guidance,phraseology_rule,partially_executable,property_or_family_test,the aircraft should be instructed to stop immediately and the instruction and call sign repeated.,5330,5481,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_8_to_4_5_12_en/icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::6b5a0d8b27525cbd.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::6bee6c63069d8250,icao9432-extracted,takeoff_procedures_4_5_8_to_4_5_12_en,icao9432_aerodrome_phraseology_family,It is occasionally necessary to cancel the take-off clearance due to unexpected traffic developments or a departing aircraft taking longer than anticipated.,none,background_support,workflow_constraint,review_only,exploratory_probe,it is occasionally necessary to cancel the take-off clearance,5330,5481,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_8_to_4_5_12_en/icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::6bee6c63069d8250.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,must,testable-now,simEvidence,,
icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::81490161201eb712,icao9432-extracted,takeoff_procedures_4_5_8_to_4_5_12_en,icao9432_aerodrome_phraseology_family,It is occasionally necessary to quickly free the runway for landing traffic due to unexpected traffic developments or a departing aircraft taking longer than anticipated.,none,background_support,workflow_constraint,review_only,exploratory_probe,quickly free the runway for landing traffic,5330,5481,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_8_to_4_5_12_en/icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::81490161201eb712.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,must,testable-now,simEvidence,,
icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::8af22eb8d9795cef,icao9432-extracted,takeoff_procedures_4_5_8_to_4_5_12_en,icao9432_aerodrome_phraseology_family,"When several runways are in use and there is any possibility that the pilot may be confused as to which one to use, the runway number should be stated in the take-off clearance.",should,operational_guidance,phraseology_rule,partially_executable,property_or_family_test,"When several runways are in use and there is any possibility that the pilot may be confused as to which one to use, the runway number should be stated in the take-off clearance.",5330,5481,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/takeoff_procedures_4_5_8_to_4_5_12_en/icao9432-extracted::takeoff_procedures_4_5_8_to_4_5_12_en::8af22eb8d9795cef.json,runway-entry-line-up-takeoff,chunk-04-runway-departure,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::aerodrome_traffic_circuit_4_6_part1_en::58ae778732ec6347,icao9432-extracted,aerodrome_traffic_circuit_4_6_part1_en,icao9432_aerodrome_phraseology_family,"When the traffic circuit is in a right-hand pattern, this should be specified.",should,operational_guidance,phraseology_rule,partially_executable,property_or_family_test,When the traffic circuit is in a right-hand pattern this should be specified.,5482,5566,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part1_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part1_en::58ae778732ec6347.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::aerodrome_traffic_circuit_4_6_part1_en::667985b4a6159d18,icao9432-extracted,aerodrome_traffic_circuit_4_6_part1_en,icao9432_aerodrome_phraseology_family,Requests for instructions to join the traffic circuit should be made in sufficient time to allow for a planned entry into the circuit taking other traffic into account.,should,operational_guidance,workflow_constraint,partially_executable,property_or_family_test,Requests for instructions to join the traffic circuit should be made in sufficient time to allow for a planned entry into the circuit taking other traffic into account.,5482,5566,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part1_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part1_en::667985b4a6159d18.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,policy,needs-policy-type,simEvidence,OperationalGuidancePolicy,POLICY-1
icao9432-extracted::aerodrome_traffic_circuit_4_6_part1_en::a4fcedaac8a838e1,icao9432-extracted,aerodrome_traffic_circuit_4_6_part1_en,icao9432_aerodrome_phraseology_family,"Where ATIS is provided, receipt of the broadcast should be acknowledged in the initial call to the aerodrome.",should,operational_guidance,phraseology_rule,partially_executable,property_or_family_test,"Where ATIS is provided, receipt of the broadcast should be acknowledged in the initial call to the aerodrome.",5482,5566,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part1_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part1_en::a4fcedaac8a838e1.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::aerodrome_traffic_circuit_4_6_part1_en::d65650486b4d1b8f,icao9432-extracted,aerodrome_traffic_circuit_4_6_part1_en,icao9432_aerodrome_phraseology_family,"Depending on prevailing traffic conditions and the direction from which an aircraft is arriving, it may be possible to give a straight-in-approach.",may,operational_guidance,advisory_only,review_only,exploratory_probe,"Depending on prevailing traffic conditions and the direction from which an aircraft is arriving, it may be possible to give a straight-in-approach.",5482,5566,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part1_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part1_en::d65650486b4d1b8f.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,policy,needs-policy-type,simEvidence,LocalProcedurePolicy,POLICY-1
icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::28bea79b8da559cd,icao9432-extracted,aerodrome_traffic_circuit_4_6_part2_en,icao9432_aerodrome_phraseology_family,W celu skoordynowania ruchu po kręgu może zaistnieć konieczność wydania instrukcji dla opóźnienia lub przyspieszenia danego statku powietrznego.,may,operational_guidance,advisory_only,review_only,review_only,W celu skoordynowania ruchu po kręgu może zaistnieć konieczność wydania instrukcji dla opóźnienia lub przyspieszenia danego statku powietrznego.,5567,5674,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part2_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::28bea79b8da559cd.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,may,testable-now,simEvidence,,
icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::34445db09fdd6e0a,icao9432-extracted,aerodrome_traffic_circuit_4_6_part2_en,icao9432_aerodrome_phraseology_family,Pilot entering the circuit shall provide position reports in accordance with local procedures.,shall,operational_guidance,workflow_constraint,partially_executable,exploratory_probe,Pilot wchodząc w krąg podaje meldunki pozycyjne zgodnie z lokalnymi procedurami.,5567,5674,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part2_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::34445db09fdd6e0a.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,must,testable-now,simEvidence,,
icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::7e3aec5e5fd60c41,icao9432-extracted,aerodrome_traffic_circuit_4_6_part2_en,icao9432_aerodrome_phraseology_family,"At aerodromes equipped with ATIS, the pilot should confirm having listened to the ATIS message when establishing contact with the tower.",should,operational_guidance,phraseology_rule,partially_executable,exploratory_probe,"Na lotniskach wyposażonych w ATIS, pilot nawiązując łączność z wieżą powinien potwierdzić odsłuchanie komunikatu.",5567,5674,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part2_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::7e3aec5e5fd60c41.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::b64030acf6ef4bbd,icao9432-extracted,aerodrome_traffic_circuit_4_6_part2_en,icao9432_aerodrome_phraseology_family,"Depending on traffic situation and arrival direction, a straight-in approach may be possible.",may,operational_guidance,definition,review_only,review_only,"W zależności od sytuacji ruchowej oraz od kierunku przylotu statku powietrznego, może zaistnieć możliwość podejścia z prostej.",5567,5674,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part2_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::b64030acf6ef4bbd.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,policy,needs-policy-type,simEvidence,LocalProcedurePolicy,POLICY-1
icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::dcf776a1b9c8a303,icao9432-extracted,aerodrome_traffic_circuit_4_6_part2_en,icao9432_aerodrome_phraseology_family,"The pilot, having joined the traffic circuit, shall make routine reports as required by local procedures.",shall,operational_guidance,workflow_constraint,partially_executable,exploratory_probe,"The pilot, having joined the traffic circuit, makes routine reports as required by local procedures.",5567,5674,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/aerodrome_traffic_circuit_4_6_part2_en/icao9432-extracted::aerodrome_traffic_circuit_4_6_part2_en::dcf776a1b9c8a303.json,circuit-approach-sequencing,chunk-05-circuit-arrival-landing,policy,needs-policy-type,simEvidence,ControllerInterventionPolicy,POLICY-1
icao9432-extracted::final_approach_landing_4_7_en::00baaf3c55155044,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,"A 'FINAL' report shall be made when an aircraft turns onto final within 7 km (4 NM) from touchdown, or at 7 km (4 NM) if no landing clearance was received at the 'LONG FINAL' point.",shall,operational_guidance,phraseology_rule,sim_executable,deterministic_test,"A ""FINAL"" report is made when an aircraft turns onto final within 7 km (4 NM) from touchdown.",5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::00baaf3c55155044.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::0ece166e11d7728e,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,Pilots may request to carry out a 'TOUCH AND GO' to save taxiing time when training in the traffic circuit.,may,operational_guidance,rule,sim_executable,deterministic_test,"In order to save taxiing time when training in the traffic circuit, pilots may request to carry out a “TOUCH AND GO”",5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::0ece166e11d7728e.json,final-approach-landing,chunk-05-circuit-arrival-landing,may,testable-now,simEvidence,,
icao9432-extracted::final_approach_landing_4_7_en::1327871f46c1d348,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,"When describing undercarriage condition during a low pass, the phrase 'WHEELS APPEAR UP' may be used.",may,operational_guidance,phraseology_rule,sim_executable,deterministic_test,c) WHEELS APPEAR UP;,5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::1327871f46c1d348.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::1960f59d8b9efecb,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,"When describing undercarriage condition during a low pass, the phrase 'LANDING GEAR APPEARS DOWN' may be used.",may,operational_guidance,phraseology_rule,sim_executable,deterministic_test,a) LANDING GEAR APPEARS DOWN;,5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::1960f59d8b9efecb.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
icao9432-extracted::final_approach_landing_4_7_en::1db805d02051bf47,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,"When describing undercarriage condition during a low pass, the phrase 'RIGHT (or LEFT, or NOSE) WHEEL DOES NOT APPEAR UP (or DOWN)' may be used.",may,operational_guidance,phraseology_rule,sim_executable,deterministic_test,"d) RIGHT (or LEFT, or NOSE) WHEEL DOES NOT APPEAR UP (or DOWN).",5675,5795,research/tools/requirements-spike/registry/ollama_first/candidates/icao9432-extracted/final_approach_landing_4_7_en/icao9432-extracted::final_approach_landing_4_7_en::1db805d02051bf47.json,final-approach-landing,chunk-05-circuit-arrival-landing,phraseology,phraseology-later,monitor/report-only,,PHRASE-1
