documentStem,documentId,sectionId,familyId,startLine,endLine,authorityCeiling,acceptedRecords,pendingRecords,rejectedRecords,state,notes
icao4444,icao4444-extracted,longitudinal_time_same_level_5_4_2_2_1,icao4444_longitudinal_separation_family,5003,5140,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.4.2.2.1: time-based longitudinal separation for aircraft maintaining the same level.
icao4444,icao4444-extracted,longitudinal_time_climb_descent_same_track_5_4_2_2_2,icao4444_longitudinal_separation_family,5141,5189,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.4.2.2.2: time-based longitudinal separation for climbing/descending aircraft on same track.
icao4444,icao4444-extracted,longitudinal_time_reciprocal_tracks_5_4_2_2_3_part1,icao4444_longitudinal_separation_family,5190,5272,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §5.4.2.2.3 reciprocal-track time-based longitudinal separation, bounded part 1."
icao4444,icao4444-extracted,longitudinal_time_reciprocal_tracks_5_4_2_2_3_part2,icao4444_longitudinal_separation_family,5273,5416,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §5.4.2.2.3 reciprocal-track time-based longitudinal separation, bounded part 2."
icao4444,icao4444-extracted,longitudinal_dme_gnss_5_4_2_3,icao4444_horizontal_separation_family,5417,5540,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.4.2.3: distance-based longitudinal separation using DME and/or GNSS.
icao4444,icao4444-extracted,longitudinal_mach_time_5_4_2_4,icao4444_longitudinal_separation_family,5541,5685,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.4.2.4: longitudinal separation minima with Mach number technique based on time.
icao4444,icao4444-extracted,longitudinal_mach_rnav_distance_5_4_2_5,icao4444_longitudinal_separation_family,5686,5816,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.4.2.5: longitudinal separation minima with Mach number technique based on distance using RNAV.
icao4444,icao4444-extracted,longitudinal_rnp_rnav_no_ads_c_5_4_2_6,icao4444_horizontal_separation_family,5817,5919,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.4.2.6: RNP RNAV distance-based longitudinal separation without ADS-C.
icao4444,icao4444-extracted,longitudinal_ads_b_ads_c_5_4_2_7_to_5_4_2_8,icao4444_horizontal_separation_family,5920,6075,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §§5.4.2.7-5.4.2.8: ADS-B in-trail and ADS-C climb/descend procedure separation.
icao4444,icao4444-extracted,performance_based_longitudinal_5_4_2_9,icao4444_horizontal_separation_family,6076,6291,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §5.4.2.9: performance-based longitudinal separation minima, communication intervention times, overdue ADS-C reports, and degraded CNS performance."
icao4444,icao4444-extracted,departing_aircraft_minimum_separation_5_6,icao4444_departure_separation_family,6302,6351,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.6: minimum separation between departing aircraft.
icao4444,icao4444-extracted,departure_arrival_separation_5_7,icao4444_departure_arrival_separation_family,6352,6482,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.7: separation of departing aircraft from arriving aircraft.
icao4444,icao4444-extracted,wake_turbulence_opposite_direction_5_8_5,icao4444_wake_turbulence_family,6584,6636,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.8.5: opposite-direction wake turbulence separation tail completing the §5.8 wake-turbulence manifest coverage.
icao4444,icao4444-extracted,essential_traffic_information_5_10,icao4444_traffic_information_family,6681,6724,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.10: essential traffic information contents and delivery.
icao4444,icao4444-extracted,reduction_separation_minima_5_11,icao4444_separation_family,6725,6766,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §5.11: reduction in separation minima after safety assessment and consultation.
icao4444,icao4444-extracted,aerodrome_vicinity_reduced_separation_6_1,icao4444_aerodrome_vicinity_family,6767,6782,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §6.1: reduced separation minima in the vicinity of aerodromes.
icao4444,icao4444-extracted,essential_local_traffic_6_2,icao4444_aerodrome_vicinity_family,6783,6796,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §6.2: essential local traffic information.
icao4444,icao4444-extracted,departing_aircraft_procedures_6_3,icao4444_departing_aircraft_family,6797,6987,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §6.3: procedures for departing aircraft, including clearance content and SID-related provisions."
icao4444,icao4444-extracted,departing_aircraft_information_6_4,icao4444_departing_aircraft_family,6988,7012,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §6.4: information for departing aircraft.
icao4444,icao4444-extracted,arriving_aircraft_standard_clearances_6_5_1_to_6_5_2_3,icao4444_arrival_procedures_family,7013,7105,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §§6.5.1-6.5.2.3: arriving aircraft procedures and standard arrival clearances.
icao4444,icao4444-extracted,arriving_aircraft_star_visual_instrument_6_5_2_4_to_6_5_4,icao4444_arrival_procedures_family,7106,7206,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§6.5.2.4-6.5.4: STAR clearances, visual approach, and instrument approach procedures."
icao4444,icao4444-extracted,arriving_aircraft_holding_6_5_5,icao4444_arrival_procedures_family,7207,7260,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §6.5.5: holding procedures for arriving aircraft.
icao4444,icao4444-extracted,arriving_aircraft_sequence_eat_onward_6_5_6_to_6_5_8,icao4444_arrival_procedures_family,7261,7379,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§6.5.6-6.5.8: approach sequence, expected approach time, and onward clearance time."
icao4444,icao4444-extracted,arriving_aircraft_information_6_6,icao4444_arriving_aircraft_family,7380,7472,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §6.6: information for arriving aircraft.
icao4444,icao4444-extracted,parallel_runways_departing_6_7_1_to_6_7_2,icao4444_parallel_runway_family,7473,7538,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §§6.7.1-6.7.2: general and departing-aircraft procedures for parallel or near-parallel runway operations.
icao4444,icao4444-extracted,parallel_runways_independent_types_requirements_6_7_3_1_to_6_7_3_2_part1,icao4444_parallel_runway_family,7539,7653,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§6.7.3.1-6.7.3.2: independent parallel approach operation types and initial requirements, bounded part 1."
icao4444,icao4444-extracted,parallel_runways_independent_requirements_6_7_3_2_part2,icao4444_parallel_runway_family,7654,7795,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §6.7.3.2: independent parallel approach requirements, bounded part 2."
icao4444,icao4444-extracted,parallel_runways_independent_monitoring_6_7_3_2_to_6_7_3_3,icao4444_parallel_runway_family,7796,7873,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §§6.7.3.2-6.7.3.3: independent parallel approach monitoring and suspension.
icao4444,icao4444-extracted,parallel_runways_dependent_approaches_6_7_3_4,icao4444_parallel_runway_family,7874,8070,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §6.7.3.4: dependent parallel approaches and diagonal spacing.
icao4444,icao4444-extracted,parallel_runways_rnp_ar_6_7_3_5,icao4444_parallel_runway_family,8071,8175,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §6.7.3.5: determining that an aircraft is established on RNP AR APCH and break-out support.
icao4444,icao4444-extracted,parallel_runways_segregated_6_7_3_6,icao4444_parallel_runway_family,8176,8288,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §6.7.3.6: segregated parallel runway operations.
icao4444,icao4444-extracted,aerodrome_tower_functions_7_1,icao4444_aerodrome_tower_family,8289,8386,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §7.1: functions of aerodrome control towers, visual watch, alerting service, and failure/irregularity reporting."
icao4444,icao4444-extracted,runway_in_use_selection_7_2,icao4444_aerodrome_tower_family,8387,8444,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §7.2: runway-in-use selection and noise-abatement constraints.
icao4444,icao4444-extracted,aerodrome_initial_call_7_3,icao4444_aerodrome_tower_family,8445,8461,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §7.3: initial call to aerodrome control tower.
icao4444,icao4444-extracted,aerodrome_information_to_aircraft_7_4,icao4444_aerodrome_tower_family,8462,8665,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §7.4: information to aircraft by aerodrome control towers, including start-up, aerodrome/MET information, local traffic, incursions, uncertainty, wake/jet-blast hazards, and abnormal configuration."
icao4444,icao4444-extracted,aerodrome_conditions_information_7_5,icao4444_aerodrome_tower_family,8666,8715,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §7.5: essential information on aerodrome conditions.
icao4444,icao4444-extracted,aerodrome_non_aircraft_traffic_7_6_3_2,icao4444_aerodrome_traffic_family,8811,8951,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §7.6.3.2: control of other-than-aircraft traffic, vehicle/pedestrian priority, communication requirements, and visual signals, completing §7.6 coverage."
icao4444,icao4444-extracted,aerodrome_traffic_circuit_7_7,icao4444_aerodrome_traffic_family,8952,9022,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §7.7: control of traffic in the traffic circuit, entry, landing priority, emergency entry, and priority cases."
icao4444,icao4444-extracted,aerodrome_arrival_departure_priority_7_8,icao4444_aerodrome_traffic_family,9023,9030,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §7.8: order of priority for arriving and departing aircraft.
icao4444,icao4444-extracted,reduced_runway_minima_values_7_11_7,icao4444_reduced_runway_family,9246,9289,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §7.11.7: reduced runway separation numerical minima and high-performance single-engine consideration, completing §7.11 coverage."
icao4444,icao4444-extracted,visual_surveillance_aerodrome_7_12,icao4444_aerodrome_surveillance_family,9290,9308,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §7.12: use of visual surveillance systems in aerodrome control service.
icao4444,icao4444-extracted,low_visibility_operations_7_13,icao4444_low_visibility_family,9309,9396,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §7.13: low visibility operations, surface traffic control, category II/III procedures, and records of persons/vehicles on the manoeuvring area."
icao4444,icao4444-extracted,suspend_vfr_operations_7_14,icao4444_vfr_operations_family,9397,9424,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §7.14: suspension of VFR operations on and near aerodromes.
icao4444,icao4444-extracted,special_vfr_authorization_7_15,icao4444_vfr_operations_family,9425,9447,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §7.15: authorization of special VFR flights.
icao4444,icao4444-extracted,aeronautical_ground_lights_7_16,icao4444_ground_lights_family,9448,9554,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §7.16: operation of aeronautical ground lights, approach/runway/taxiway/stop-bar/obstacle lighting, and monitoring visual aids."
icao4444,icao4444-extracted,hot_spots_7_17,icao4444_hot_spot_family,9555,9561,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §7.17: designation and charting of movement-area hot spots.
icao4444,icao4444-extracted,communications_procedures_12_1,icao4444_comms_phraseology_family,13391,13395,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 4444 §12.1: communications procedures reference to Annex 10 radiotelephony procedures.
icao4444,icao4444-extracted,general_phraseologies_12_2,icao4444_comms_phraseology_family,13396,13468,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §12.2: general phraseologies, readback note, phraseology construction, level/reporting conventions, and RVSM phraseology note."
icao4444,icao4444-extracted,atc_phraseologies_levels_12_3_1_1_to_12_3_1_2_part1,icao4444_atc_phraseology_family,13470,13638,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.1.1-12.3.1.2 level phraseologies, bounded part 1."
icao4444,icao4444-extracted,atc_phraseologies_levels_minimum_fuel_12_3_1_2_to_12_3_1_3_part2,icao4444_atc_phraseology_family,13639,13783,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.1.2-12.3.1.3 level and minimum-fuel phraseologies, bounded part 2."
icao4444,icao4444-extracted,atc_phraseologies_channel_callsign_traffic_12_3_1_5_to_12_3_1_7,icao4444_atc_phraseology_family,13834,14017,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.1.5-12.3.1.7 8.33 kHz, callsign change, and traffic-information phraseologies."
icao4444,icao4444-extracted,atc_phraseologies_met_position_reports_12_3_1_8_to_12_3_1_10,icao4444_atc_phraseology_family,14018,14125,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.1.8-12.3.1.10 meteorological conditions, position reporting, and additional reports phraseologies."
icao4444,icao4444-extracted,atc_phraseologies_aerodrome_status_rvsm_gnss_nav_12_3_1_11_to_12_3_1_15,icao4444_atc_phraseology_family,14126,14256,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.1.11-12.3.1.15 aerodrome information, aid status, RVSM, GNSS status, and navigation-performance phraseologies."
icao4444,icao4444-extracted,area_phraseologies_route_level_separation_12_3_2_2_to_12_3_2_9,icao4444_atc_phraseology_family,14294,14449,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.2.2-12.3.2.9: area control phraseologies for route/clearance limit, specified levels, emergency descent, delayed clearance, deviation refusal, separation, and track offset."
icao4444,icao4444-extracted,approach_phraseologies_12_3_3,icao4444_atc_phraseology_family,14450,14681,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §12.3.3: approach control phraseologies for departure, approach, holding, and expected approach time."
icao4444,icao4444-extracted,aerodrome_phraseologies_start_taxi_12_3_4_1_to_12_3_4_7,icao4444_atc_phraseology_family,14682,14903,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.4.1-12.3.4.7: aerodrome phraseologies for identification, visual acknowledgement, start-up, pushback, towing, time/aerodrome data, and taxi."
icao4444,icao4444-extracted,aerodrome_phraseologies_holding_takeoff_12_3_4_8_to_12_3_4_12,icao4444_atc_phraseology_family,14904,15101,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.4.8-12.3.4.12: aerodrome phraseologies for holding, runway crossing, preparation for take-off, take-off clearance, and turn/climb after take-off."
icao4444,icao4444-extracted,aerodrome_phraseologies_circuit_landing_vacating_12_3_4_13_to_12_3_4_20,icao4444_atc_phraseology_family,15102,15322,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 4444 §§12.3.4.13-12.3.4.20: aerodrome phraseologies for entering circuit, circuit reporting, approach, landing, delay, missed approach, inspection, and runway vacating."
icao4444,icao4444-extracted,coordination_phraseologies_12_3_5_to_12_3_6,icao4444_atc_phraseology_family,15323,15541,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 4444 §§12.3.5-12.3.6: coordination between ATS units and CPDLC operational status phraseologies.
icao4444,icao4444-extracted,emergency_procedures_15_1,icao4444_emergency_family,17529,17745,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §15.1: emergency procedures, priority, assistance, descent, and emergency phase coordination."
icao4444,icao4444-extracted,air_ground_communications_failure_15_3,icao4444_communication_failure_family,17950,18093,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §15.3: air-ground communications failure procedures and ATS-unit actions.
icao4444,icao4444-extracted,assistance_to_vfr_flights_15_4,icao4444_vfr_assistance_family,18094,18174,authoritative_requirement,0,0,0,ready_to_ingest,ICAO Doc 4444 §15.4: assistance to strayed VFR flights and VFR flights encountering adverse meteorological conditions.
icao4444,icao4444-extracted,atc_contingencies_15_6,icao4444_atc_contingency_family,18383,18481,authoritative_requirement,0,0,0,ready_to_ingest,"ICAO Doc 4444 §15.6: ATC contingencies, radiocommunications contingencies, and ground-radio/aircraft-radio failure guidance."
icao9432,icao9432-extracted,readback_continuation_2_8_3_7_to_2_8_3_10_en,icao9432_readback_family,4011,4085,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 9432 §2.8.3.7-2.8.3.10 English-language continuation: callsign at end of readback, controller readback monitoring/correction, NEGATIVE correction, and UNABLE/if unable phraseology."
icao9432,icao9432-extracted,test_procedures_2_8_4_en,icao9432_communications_family,4086,4197,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 9432 §2.8.4 English-language test procedures: radio-check content, replies, readability scale, examples, and ground-station test-signal duration."
icao9432,icao9432-extracted,aerodrome_ch4_intro_start_4_1_to_4_2_en,icao9432_aerodrome_phraseology_family,4706,4818,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 9432 Chapter 4 §§4.1-4.2 English-side aerodrome control introduction, departure information, engine start, and start-up examples."
icao9432,icao9432-extracted,pushback_powerback_4_3_en,icao9432_aerodrome_phraseology_family,4819,4916,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §4.3 English-side push-back/power-back procedures and examples.
icao9432,icao9432-extracted,takeoff_procedures_4_5_1_to_4_5_5_en,icao9432_aerodrome_phraseology_family,5140,5235,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §4.5.1-4.5.5 take-off procedures. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,takeoff_procedures_4_5_6_to_4_5_7_en,icao9432_aerodrome_phraseology_family,5236,5329,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §4.5.6-4.5.7 take-off report and conditional clearance. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,takeoff_procedures_4_5_8_to_4_5_12_en,icao9432_aerodrome_phraseology_family,5330,5481,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 9432 §4.5.8-4.5.12 take-off clearance, departure instructions, cancellation, stop, and rejected take-off. Bilingual layout; extract English-side phraseology only."
icao9432,icao9432-extracted,aerodrome_traffic_circuit_4_6_part1_en,icao9432_aerodrome_phraseology_family,5482,5566,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 9432 §4.6 aerodrome traffic circuit, bounded part 1. Bilingual layout; extract English-side phraseology only."
icao9432,icao9432-extracted,aerodrome_traffic_circuit_4_6_part2_en,icao9432_aerodrome_phraseology_family,5567,5674,operational_guidance,0,0,0,ready_to_ingest,"ICAO Doc 9432 §4.6 aerodrome traffic circuit, bounded part 2. Bilingual layout; extract English-side phraseology only."
icao9432,icao9432-extracted,final_approach_landing_4_7_en,icao9432_aerodrome_phraseology_family,5675,5795,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §4.7 final approach and landing. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,go_around_4_8_en,icao9432_aerodrome_phraseology_family,5796,5867,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §4.8 go around. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,after_landing_4_9_en,icao9432_aerodrome_phraseology_family,5868,5932,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §4.9 after landing. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,essential_aerodrome_information_4_10_en,icao9432_aerodrome_phraseology_family,5933,6011,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §4.10 essential aerodrome information. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,aerodrome_vehicles_intro_movement_5_1_to_5_2_en,icao9432_aerodrome_vehicle_family,6012,6185,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 Chapter 5 §§5.1-5.2 aerodrome vehicles introduction and movement instructions. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,aerodrome_vehicles_crossing_towing_5_3_to_5_4_en,icao9432_aerodrome_vehicle_family,6186,6347,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 Chapter 5 §§5.3-5.4 crossing runways and vehicles towing aircraft. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,distress_urgency_intro_9_1_en,icao9432_emergency_phraseology_family,8686,8808,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §9.1 distress/urgency introduction. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,distress_messages_9_2_en,icao9432_emergency_phraseology_family,8809,8993,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §9.2 distress messages. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,urgency_emergency_descent_9_3_to_9_4_en,icao9432_emergency_phraseology_family,8994,9157,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §§9.3-9.4 urgency messages and emergency descent. Bilingual layout; extract English-side phraseology only.
icao9432,icao9432-extracted,communications_failure_9_5_en,icao9432_emergency_phraseology_family,9158,9252,operational_guidance,0,0,0,ready_to_ingest,ICAO Doc 9432 §9.5 aircraft communications failure. Bilingual layout; extract English-side phraseology only.
sera,sera-923-2012-extracted,aerodrome_operations_3225,sera_aerodrome_operations_family,1441,1448,authoritative_requirement,0,0,0,ready_to_ingest,"SERA.3225 Operation on and in the vicinity of an aerodrome: observe traffic, conform/avoid traffic pattern, left turns unless otherwise indicated/instructed, and wind-preferred landing/take-off."
sera,sera-923-2012-extracted,communications_transponder_requirements_6005,sera_airspace_comms_family,1883,1897,authoritative_requirement,0,0,0,ready_to_ingest,SERA.6005 Requirements for communications and SSR transponder in RMZ/TMZ airspace.
sera,sera-923-2012-extracted,ats_objectives_7001,sera_ats_objectives_family,1900,1907,authoritative_requirement,0,0,0,ready_to_ingest,SERA.7001 General objectives of air traffic services.
sera,sera-923-2012-extracted,ats_operator_coordination_7005,sera_ats_coordination_family,1917,1925,authoritative_requirement,0,0,0,ready_to_ingest,SERA.7005 Coordination between aircraft operator and air traffic services.
sera,sera-923-2012-extracted,flight_information_service_scope_9005,sera_fis_family,2173,2192,authoritative_requirement,0,0,0,ready_to_ingest,SERA.9005 Scope of flight information service.
sera,sera-923-2012-extracted,atis_9010,sera_atis_family,2201,2330,authoritative_requirement,0,0,0,ready_to_ingest,"SERA.9010 Automatic terminal information service: ATIS request/reply, acknowledgement, altimeter setting, current/updated ATIS, and ATIS message contents."
sera,sera-923-2012-extracted,emergency_service_11005,sera_emergency_family,2361,2371,authoritative_requirement,0,0,0,ready_to_ingest,"SERA.11005 Service to aircraft in the event of an emergency, including maximum consideration/assistance/priority and unlawful-interference handling."
sera,sera-923-2012-extracted,voice_aircraft_observations_12015,sera_air_reports_family,2840,2843,authoritative_requirement,0,0,0,ready_to_ingest,SERA.12015 Reporting of aircraft observations by voice communication.
